#input, Strategy, Shape Filter, Container Height, Rotations Allowed, Number of rectangles, Input sorted, Fill rate, # Mutations
100, SimulatedAnnealing, None, 143, true, 25, -, 0.8236326, 100
100, SimulatedAnnealing, None, 143, true, 25, -, 0.84029573, 200
100, SimulatedAnnealing, None, 143, true, 25, -, 0.8661638, 300
100, SimulatedAnnealing, None, 143, true, 25, -, 0.84565187, 400
100, SimulatedAnnealing, None, 143, true, 25, -, 0.833869, 500
100, SimulatedAnnealing, None, 143, true, 25, -, 0.83902305, 600
100, SimulatedAnnealing, None, 143, true, 25, -, 0.8516072, 700
100, SimulatedAnnealing, None, 143, true, 25, -, 0.84910244, 800
101, SimulatedAnnealing, None, 195, true, 25, -, 0.8556369, 100
101, SimulatedAnnealing, None, 195, true, 25, -, 0.8385005, 200
101, SimulatedAnnealing, None, 195, true, 25, -, 0.822594, 300
101, SimulatedAnnealing, None, 195, true, 25, -, 0.86539465, 400
101, SimulatedAnnealing, None, 195, true, 25, -, 0.85605764, 500
101, SimulatedAnnealing, None, 195, true, 25, -, 0.85805565, 600
101, SimulatedAnnealing, None, 195, true, 25, -, 0.83332103, 700
101, SimulatedAnnealing, None, 195, true, 25, -, 0.84602106, 800
102, SimulatedAnnealing, None, 33, true, 25, -, 0.8719075, 100
102, SimulatedAnnealing, None, 33, true, 25, -, 0.8635639, 200
102, SimulatedAnnealing, None, 33, true, 25, -, 0.8719075, 300
102, SimulatedAnnealing, None, 33, true, 25, -, 0.85945165, 400
102, SimulatedAnnealing, None, 33, true, 25, -, 0.8719075, 500
102, SimulatedAnnealing, None, 33, true, 25, -, 0.85945165, 600
102, SimulatedAnnealing, None, 33, true, 25, -, 0.8719075, 700
102, SimulatedAnnealing, None, 33, true, 25, -, 0.85945165, 800
103, SimulatedAnnealing, None, 13, false, 10, -, 0.90301, 100
103, SimulatedAnnealing, None, 13, false, 10, -, 0.90301, 200
103, SimulatedAnnealing, None, 13, false, 10, -, 0.90301, 300
103, SimulatedAnnealing, None, 13, false, 10, -, 0.90301, 400
103, SimulatedAnnealing, None, 13, false, 10, -, 0.90301, 500
103, SimulatedAnnealing, None, 13, false, 10, -, 0.90301, 600
103, SimulatedAnnealing, None, 13, false, 10, -, 0.90301, 700
103, SimulatedAnnealing, None, 13, false, 10, -, 0.90301, 800
104, SimulatedAnnealing, None, 57, false, 10, -, 0.82502234, 100
104, SimulatedAnnealing, None, 57, false, 10, -, 0.82502234, 200
104, SimulatedAnnealing, None, 57, false, 10, -, 0.82502234, 300
104, SimulatedAnnealing, None, 57, false, 10, -, 0.82502234, 400
104, SimulatedAnnealing, None, 57, false, 10, -, 0.82502234, 500
104, SimulatedAnnealing, None, 57, false, 10, -, 0.82502234, 600
104, SimulatedAnnealing, None, 57, false, 10, -, 0.82502234, 700
104, SimulatedAnnealing, None, 57, false, 10, -, 0.82502234, 800
105, SimulatedAnnealing, None, 167, true, 10, -, 0.90054107, 100
105, SimulatedAnnealing, None, 167, true, 10, -, 0.9047623, 200
105, SimulatedAnnealing, None, 167, true, 10, -, 0.9099044, 300
105, SimulatedAnnealing, None, 167, true, 10, -, 0.9155211, 400
105, SimulatedAnnealing, None, 167, true, 10, -, 0.9240244, 500
105, SimulatedAnnealing, None, 167, true, 10, -, 0.8681378, 600
105, SimulatedAnnealing, None, 167, true, 10, -, 0.8840426, 700
105, SimulatedAnnealing, None, 167, true, 10, -, 0.91272134, 800
106, SimulatedAnnealing, None, 100, false, 25, -, 0.8134454, 100
106, SimulatedAnnealing, None, 100, false, 25, -, 0.8111732, 200
106, SimulatedAnnealing, None, 100, false, 25, -, 0.8191819, 300
106, SimulatedAnnealing, None, 100, false, 25, -, 0.8066667, 400
106, SimulatedAnnealing, None, 100, false, 25, -, 0.8228144, 500
106, SimulatedAnnealing, None, 100, false, 25, -, 0.8191819, 600
106, SimulatedAnnealing, None, 100, false, 25, -, 0.82853067, 700
106, SimulatedAnnealing, None, 100, false, 25, -, 0.8344827, 800
107, SimulatedAnnealing, None, 194, true, 25, -, 0.8577532, 100
107, SimulatedAnnealing, None, 194, true, 25, -, 0.860464, 200
107, SimulatedAnnealing, None, 194, true, 25, -, 0.83830094, 300
107, SimulatedAnnealing, None, 194, true, 25, -, 0.86224407, 400
107, SimulatedAnnealing, None, 194, true, 25, -, 0.8489104, 500
107, SimulatedAnnealing, None, 194, true, 25, -, 0.88090765, 600
107, SimulatedAnnealing, None, 194, true, 25, -, 0.86660725, 700
107, SimulatedAnnealing, None, 194, true, 25, -, 0.83619994, 800
108, SimulatedAnnealing, None, 123, false, 25, -, 0.8400858, 100
108, SimulatedAnnealing, None, 123, false, 25, -, 0.849525, 200
108, SimulatedAnnealing, None, 123, false, 25, -, 0.87407774, 300
108, SimulatedAnnealing, None, 123, false, 25, -, 0.85674477, 400
108, SimulatedAnnealing, None, 123, false, 25, -, 0.85191804, 500
108, SimulatedAnnealing, None, 123, false, 25, -, 0.8436008, 600
108, SimulatedAnnealing, None, 123, false, 25, -, 0.894766, 700
108, SimulatedAnnealing, None, 123, false, 25, -, 0.86780745, 800
109, SimulatedAnnealing, None, 169, false, 10, -, 0.81155634, 100
109, SimulatedAnnealing, None, 169, false, 10, -, 0.81155634, 200
109, SimulatedAnnealing, None, 169, false, 10, -, 0.81155634, 300
109, SimulatedAnnealing, None, 169, false, 10, -, 0.81155634, 400
109, SimulatedAnnealing, None, 169, false, 10, -, 0.81155634, 500
109, SimulatedAnnealing, None, 169, false, 10, -, 0.81155634, 600
109, SimulatedAnnealing, None, 169, false, 10, -, 0.81155634, 700
109, SimulatedAnnealing, None, 169, false, 10, -, 0.81155634, 800
110, SimulatedAnnealing, None, 181, true, 25, -, 0.8362485, 100
110, SimulatedAnnealing, None, 181, true, 25, -, 0.8368913, 200
110, SimulatedAnnealing, None, 181, true, 25, -, 0.8143572, 300
110, SimulatedAnnealing, None, 181, true, 25, -, 0.84754497, 400
110, SimulatedAnnealing, None, 181, true, 25, -, 0.8368451, 500
110, SimulatedAnnealing, None, 181, true, 25, -, 0.8334299, 600
110, SimulatedAnnealing, None, 181, true, 25, -, 0.84937507, 700
110, SimulatedAnnealing, None, 181, true, 25, -, 0.8433738, 800
111, SimulatedAnnealing, None, 73, false, 25, -, 0.8478664, 100
111, SimulatedAnnealing, None, 73, false, 25, -, 0.82046676, 200
111, SimulatedAnnealing, None, 73, false, 25, -, 0.8294011, 300
111, SimulatedAnnealing, None, 73, false, 25, -, 0.8478664, 400
111, SimulatedAnnealing, None, 73, false, 25, -, 0.8294011, 500
111, SimulatedAnnealing, None, 73, false, 25, -, 0.844732, 600
111, SimulatedAnnealing, None, 73, false, 25, -, 0.82789856, 700
111, SimulatedAnnealing, None, 73, false, 25, -, 0.844732, 800
112, SimulatedAnnealing, None, 80, true, 10, -, 0.9332447, 100
112, SimulatedAnnealing, None, 80, true, 10, -, 0.9384026, 200
112, SimulatedAnnealing, None, 80, true, 10, -, 0.9253692, 300
112, SimulatedAnnealing, None, 80, true, 10, -, 0.9332447, 400
112, SimulatedAnnealing, None, 80, true, 10, -, 0.9253692, 500
112, SimulatedAnnealing, None, 80, true, 10, -, 0.9253692, 600
112, SimulatedAnnealing, None, 80, true, 10, -, 0.9399107, 700
112, SimulatedAnnealing, None, 80, true, 10, -, 0.9253692, 800
113, SimulatedAnnealing, None, 68, false, 10, -, 0.84534883, 100
113, SimulatedAnnealing, None, 68, false, 10, -, 0.82613635, 200
113, SimulatedAnnealing, None, 68, false, 10, -, 0.84534883, 300
113, SimulatedAnnealing, None, 68, false, 10, -, 0.84534883, 400
113, SimulatedAnnealing, None, 68, false, 10, -, 0.84534883, 500
113, SimulatedAnnealing, None, 68, false, 10, -, 0.84534883, 600
113, SimulatedAnnealing, None, 68, false, 10, -, 0.84534883, 700
113, SimulatedAnnealing, None, 68, false, 10, -, 0.84534883, 800
114, SimulatedAnnealing, None, 197, false, 10, -, 0.7781459, 100
114, SimulatedAnnealing, None, 197, false, 10, -, 0.7781459, 200
114, SimulatedAnnealing, None, 197, false, 10, -, 0.7781459, 300
114, SimulatedAnnealing, None, 197, false, 10, -, 0.7781459, 400
114, SimulatedAnnealing, None, 197, false, 10, -, 0.7781459, 500
114, SimulatedAnnealing, None, 197, false, 10, -, 0.7781459, 600
114, SimulatedAnnealing, None, 197, false, 10, -, 0.7781459, 700
114, SimulatedAnnealing, None, 197, false, 10, -, 0.74638486, 800
115, SimulatedAnnealing, None, 170, false, 25, -, 0.8290765, 100
115, SimulatedAnnealing, None, 170, false, 25, -, 0.8388154, 200
115, SimulatedAnnealing, None, 170, false, 25, -, 0.8255109, 300
115, SimulatedAnnealing, None, 170, false, 25, -, 0.83344996, 400
115, SimulatedAnnealing, None, 170, false, 25, -, 0.8321957, 500
115, SimulatedAnnealing, None, 170, false, 25, -, 0.8494532, 600
115, SimulatedAnnealing, None, 170, false, 25, -, 0.85470486, 700
115, SimulatedAnnealing, None, 170, false, 25, -, 0.84858423, 800
116, SimulatedAnnealing, None, 150, false, 25, -, 0.84045434, 100
116, SimulatedAnnealing, None, 150, false, 25, -, 0.8838002, 200
116, SimulatedAnnealing, None, 150, false, 25, -, 0.8452544, 300
116, SimulatedAnnealing, None, 150, false, 25, -, 0.86612046, 400
116, SimulatedAnnealing, None, 150, false, 25, -, 0.85727227, 500
116, SimulatedAnnealing, None, 150, false, 25, -, 0.86685836, 600
116, SimulatedAnnealing, None, 150, false, 25, -, 0.8579499, 700
116, SimulatedAnnealing, None, 150, false, 25, -, 0.8579499, 800
117, SimulatedAnnealing, None, 162, true, 25, -, 0.8043541, 100
117, SimulatedAnnealing, None, 162, true, 25, -, 0.8450999, 200
117, SimulatedAnnealing, None, 162, true, 25, -, 0.8855704, 300
117, SimulatedAnnealing, None, 162, true, 25, -, 0.84955204, 400
117, SimulatedAnnealing, None, 162, true, 25, -, 0.8489739, 500
117, SimulatedAnnealing, None, 162, true, 25, -, 0.8624853, 600
117, SimulatedAnnealing, None, 162, true, 25, -, 0.8406797, 700
117, SimulatedAnnealing, None, 162, true, 25, -, 0.8299704, 800
118, SimulatedAnnealing, None, 134, true, 10, -, 0.89786327, 100
118, SimulatedAnnealing, None, 134, true, 10, -, 0.9089014, 200
118, SimulatedAnnealing, None, 134, true, 10, -, 0.91106033, 300
118, SimulatedAnnealing, None, 134, true, 10, -, 0.91626406, 400
118, SimulatedAnnealing, None, 134, true, 10, -, 0.9089014, 500
118, SimulatedAnnealing, None, 134, true, 10, -, 0.92059624, 600
118, SimulatedAnnealing, None, 134, true, 10, -, 0.8999859, 700
118, SimulatedAnnealing, None, 134, true, 10, -, 0.91106033, 800
119, SimulatedAnnealing, None, 31, false, 25, -, 0.8614908, 100
119, SimulatedAnnealing, None, 31, false, 25, -, 0.84245235, 200
119, SimulatedAnnealing, None, 31, false, 25, -, 0.8518652, 300
119, SimulatedAnnealing, None, 31, false, 25, -, 0.8518652, 400
119, SimulatedAnnealing, None, 31, false, 25, -, 0.8471326, 500
119, SimulatedAnnealing, None, 31, false, 25, -, 0.85665095, 600
119, SimulatedAnnealing, None, 31, false, 25, -, 0.86638564, 700
119, SimulatedAnnealing, None, 31, false, 25, -, 0.89526516, 800
120, SimulatedAnnealing, None, 57, false, 10, -, 0.92029595, 100
120, SimulatedAnnealing, None, 57, false, 10, -, 0.9038621, 200
120, SimulatedAnnealing, None, 57, false, 10, -, 0.92029595, 300
120, SimulatedAnnealing, None, 57, false, 10, -, 0.92029595, 400
120, SimulatedAnnealing, None, 57, false, 10, -, 0.92029595, 500
120, SimulatedAnnealing, None, 57, false, 10, -, 0.9038621, 600
120, SimulatedAnnealing, None, 57, false, 10, -, 0.92029595, 700
120, SimulatedAnnealing, None, 57, false, 10, -, 0.8880049, 800
121, SimulatedAnnealing, None, 139, false, 10, -, 0.8419007, 100
121, SimulatedAnnealing, None, 139, false, 10, -, 0.8358439, 200
121, SimulatedAnnealing, None, 139, false, 10, -, 0.8419007, 300
121, SimulatedAnnealing, None, 139, false, 10, -, 0.8419007, 400
121, SimulatedAnnealing, None, 139, false, 10, -, 0.8419007, 500
121, SimulatedAnnealing, None, 139, false, 10, -, 0.8419007, 600
121, SimulatedAnnealing, None, 139, false, 10, -, 0.848046, 700
121, SimulatedAnnealing, None, 139, false, 10, -, 0.8358439, 800
122, SimulatedAnnealing, None, 38, false, 10, -, 0.8720996, 100
122, SimulatedAnnealing, None, 38, false, 10, -, 0.8720996, 200
122, SimulatedAnnealing, None, 38, false, 10, -, 0.8720996, 300
122, SimulatedAnnealing, None, 38, false, 10, -, 0.8720996, 400
122, SimulatedAnnealing, None, 38, false, 10, -, 0.8720996, 500
122, SimulatedAnnealing, None, 38, false, 10, -, 0.9205496, 600
122, SimulatedAnnealing, None, 38, false, 10, -, 0.9107565, 700
122, SimulatedAnnealing, None, 38, false, 10, -, 0.8720996, 800
123, SimulatedAnnealing, None, 151, false, 25, -, 0.8355217, 100
123, SimulatedAnnealing, None, 151, false, 25, -, 0.80585647, 200
123, SimulatedAnnealing, None, 151, false, 25, -, 0.828475, 300
123, SimulatedAnnealing, None, 151, false, 25, -, 0.83697563, 400
123, SimulatedAnnealing, None, 151, false, 25, -, 0.8340728, 500
123, SimulatedAnnealing, None, 151, false, 25, -, 0.8280317, 600
123, SimulatedAnnealing, None, 151, false, 25, -, 0.8490887, 700
123, SimulatedAnnealing, None, 151, false, 25, -, 0.84808385, 800
124, SimulatedAnnealing, None, 138, false, 25, -, 0.85068935, 100
124, SimulatedAnnealing, None, 138, false, 25, -, 0.8314212, 200
124, SimulatedAnnealing, None, 138, false, 25, -, 0.84893584, 300
124, SimulatedAnnealing, None, 138, false, 25, -, 0.83998275, 400
124, SimulatedAnnealing, None, 138, false, 25, -, 0.85068935, 500
124, SimulatedAnnealing, None, 138, false, 25, -, 0.83806497, 600
124, SimulatedAnnealing, None, 138, false, 25, -, 0.8295423, 700
124, SimulatedAnnealing, None, 138, false, 25, -, 0.843648, 800
125, SimulatedAnnealing, None, 82, true, 10, -, 0.9457143, 100
125, SimulatedAnnealing, None, 82, true, 10, -, 0.9387408, 200
125, SimulatedAnnealing, None, 82, true, 10, -, 0.9279507, 300
125, SimulatedAnnealing, None, 82, true, 10, -, 0.9174058, 400
125, SimulatedAnnealing, None, 82, true, 10, -, 0.9174058, 500
125, SimulatedAnnealing, None, 82, true, 10, -, 0.9122227, 600
125, SimulatedAnnealing, None, 82, true, 10, -, 0.9279507, 700
125, SimulatedAnnealing, None, 82, true, 10, -, 0.9387408, 800
126, SimulatedAnnealing, None, 152, true, 10, -, 0.8899863, 100
126, SimulatedAnnealing, None, 152, true, 10, -, 0.88413113, 200
126, SimulatedAnnealing, None, 152, true, 10, -, 0.9058369, 300
126, SimulatedAnnealing, None, 152, true, 10, -, 0.89383906, 400
126, SimulatedAnnealing, None, 152, true, 10, -, 0.91374815, 500
126, SimulatedAnnealing, None, 152, true, 10, -, 0.8899863, 600
126, SimulatedAnnealing, None, 152, true, 10, -, 0.91498166, 700
126, SimulatedAnnealing, None, 152, true, 10, -, 0.8786248, 800
127, SimulatedAnnealing, None, 145, true, 10, -, 0.8986302, 100
127, SimulatedAnnealing, None, 145, true, 10, -, 0.89859045, 200
127, SimulatedAnnealing, None, 145, true, 10, -, 0.9005024, 300
127, SimulatedAnnealing, None, 145, true, 10, -, 0.9078126, 400
127, SimulatedAnnealing, None, 145, true, 10, -, 0.89121884, 500
127, SimulatedAnnealing, None, 145, true, 10, -, 0.8879079, 600
127, SimulatedAnnealing, None, 145, true, 10, -, 0.919662, 700
127, SimulatedAnnealing, None, 145, true, 10, -, 0.894292, 800
128, SimulatedAnnealing, None, 145, false, 10, -, 0.884874, 100
128, SimulatedAnnealing, None, 145, false, 10, -, 0.884874, 200
128, SimulatedAnnealing, None, 145, false, 10, -, 0.884874, 300
128, SimulatedAnnealing, None, 145, false, 10, -, 0.884874, 400
128, SimulatedAnnealing, None, 145, false, 10, -, 0.884874, 500
128, SimulatedAnnealing, None, 145, false, 10, -, 0.884874, 600
128, SimulatedAnnealing, None, 145, false, 10, -, 0.884874, 700
128, SimulatedAnnealing, None, 145, false, 10, -, 0.884874, 800
129, SimulatedAnnealing, None, 56, true, 10, -, 0.85471, 100
129, SimulatedAnnealing, None, 56, true, 10, -, 0.8394473, 200
129, SimulatedAnnealing, None, 56, true, 10, -, 0.85471, 300
129, SimulatedAnnealing, None, 56, true, 10, -, 0.87449497, 400
129, SimulatedAnnealing, None, 56, true, 10, -, 0.8868118, 500
129, SimulatedAnnealing, None, 56, true, 10, -, 0.86647207, 600
129, SimulatedAnnealing, None, 56, true, 10, -, 0.87449497, 700
129, SimulatedAnnealing, None, 56, true, 10, -, 0.8826678, 800
130, SimulatedAnnealing, None, 17, true, 25, -, 0.8695399, 100
130, SimulatedAnnealing, None, 17, true, 25, -, 0.89615846, 200
130, SimulatedAnnealing, None, 17, true, 25, -, 0.8782353, 300
130, SimulatedAnnealing, None, 17, true, 25, -, 0.88710636, 400
130, SimulatedAnnealing, None, 17, true, 25, -, 0.88710636, 500
130, SimulatedAnnealing, None, 17, true, 25, -, 0.88710636, 600
130, SimulatedAnnealing, None, 17, true, 25, -, 0.88710636, 700
130, SimulatedAnnealing, None, 17, true, 25, -, 0.88710636, 800
131, SimulatedAnnealing, None, 159, false, 10, -, 0.82934, 100
131, SimulatedAnnealing, None, 159, false, 10, -, 0.82934, 200
131, SimulatedAnnealing, None, 159, false, 10, -, 0.82934, 300
131, SimulatedAnnealing, None, 159, false, 10, -, 0.82229173, 400
131, SimulatedAnnealing, None, 159, false, 10, -, 0.82934, 500
131, SimulatedAnnealing, None, 159, false, 10, -, 0.82934, 600
131, SimulatedAnnealing, None, 159, false, 10, -, 0.82934, 700
131, SimulatedAnnealing, None, 159, false, 10, -, 0.82934, 800
132, SimulatedAnnealing, None, 79, true, 10, -, 0.9203492, 100
132, SimulatedAnnealing, None, 79, true, 10, -, 0.9125825, 200
132, SimulatedAnnealing, None, 79, true, 10, -, 0.9203492, 300
132, SimulatedAnnealing, None, 79, true, 10, -, 0.8974359, 400
132, SimulatedAnnealing, None, 79, true, 10, -, 0.9125825, 500
132, SimulatedAnnealing, None, 79, true, 10, -, 0.8900496, 600
132, SimulatedAnnealing, None, 79, true, 10, -, 0.9203492, 700
132, SimulatedAnnealing, None, 79, true, 10, -, 0.9125825, 800
133, SimulatedAnnealing, None, 116, true, 25, -, 0.8483128, 100
133, SimulatedAnnealing, None, 116, true, 25, -, 0.8483128, 200
133, SimulatedAnnealing, None, 116, true, 25, -, 0.8328457, 300
133, SimulatedAnnealing, None, 116, true, 25, -, 0.8422964, 400
133, SimulatedAnnealing, None, 116, true, 25, -, 0.8377379, 500
133, SimulatedAnnealing, None, 116, true, 25, -, 0.85318816, 600
133, SimulatedAnnealing, None, 116, true, 25, -, 0.8411034, 700
133, SimulatedAnnealing, None, 116, true, 25, -, 0.840385, 800
134, SimulatedAnnealing, None, 167, true, 25, -, 0.82733274, 100
134, SimulatedAnnealing, None, 167, true, 25, -, 0.8555801, 200
134, SimulatedAnnealing, None, 167, true, 25, -, 0.8246852, 300
134, SimulatedAnnealing, None, 167, true, 25, -, 0.826315, 400
134, SimulatedAnnealing, None, 167, true, 25, -, 0.8421198, 500
134, SimulatedAnnealing, None, 167, true, 25, -, 0.8216443, 600
134, SimulatedAnnealing, None, 167, true, 25, -, 0.87010384, 700
134, SimulatedAnnealing, None, 167, true, 25, -, 0.8383369, 800
135, SimulatedAnnealing, None, 146, false, 25, -, 0.8282507, 100
135, SimulatedAnnealing, None, 146, false, 25, -, 0.8282507, 200
135, SimulatedAnnealing, None, 146, false, 25, -, 0.83400244, 300
135, SimulatedAnnealing, None, 146, false, 25, -, 0.82104164, 400
135, SimulatedAnnealing, None, 146, false, 25, -, 0.8274766, 500
135, SimulatedAnnealing, None, 146, false, 25, -, 0.8282507, 600
135, SimulatedAnnealing, None, 146, false, 25, -, 0.8282507, 700
135, SimulatedAnnealing, None, 146, false, 25, -, 0.8282507, 800
136, SimulatedAnnealing, None, 151, false, 10, -, 0.7553395, 100
136, SimulatedAnnealing, None, 151, false, 10, -, 0.7766167, 200
136, SimulatedAnnealing, None, 151, false, 10, -, 0.76583034, 300
136, SimulatedAnnealing, None, 151, false, 10, -, 0.7766167, 400
136, SimulatedAnnealing, None, 151, false, 10, -, 0.7766167, 500
136, SimulatedAnnealing, None, 151, false, 10, -, 0.7766167, 600
136, SimulatedAnnealing, None, 151, false, 10, -, 0.7553395, 700
136, SimulatedAnnealing, None, 151, false, 10, -, 0.7766167, 800
137, SimulatedAnnealing, None, 150, true, 25, -, 0.8421574, 100
137, SimulatedAnnealing, None, 150, true, 25, -, 0.85545903, 200
137, SimulatedAnnealing, None, 150, true, 25, -, 0.85107344, 300
137, SimulatedAnnealing, None, 150, true, 25, -, 0.8276791, 400
137, SimulatedAnnealing, None, 150, true, 25, -, 0.87799394, 500
137, SimulatedAnnealing, None, 150, true, 25, -, 0.84534496, 600
137, SimulatedAnnealing, None, 150, true, 25, -, 0.83325, 700
137, SimulatedAnnealing, None, 150, true, 25, -, 0.8421574, 800
138, SimulatedAnnealing, None, 153, false, 10, -, 0.9088442, 100
138, SimulatedAnnealing, None, 153, false, 10, -, 0.9028452, 200
138, SimulatedAnnealing, None, 153, false, 10, -, 0.9088442, 300
138, SimulatedAnnealing, None, 153, false, 10, -, 0.9088442, 400
138, SimulatedAnnealing, None, 153, false, 10, -, 0.9028452, 500
138, SimulatedAnnealing, None, 153, false, 10, -, 0.90583473, 600
138, SimulatedAnnealing, None, 153, false, 10, -, 0.9088442, 700
138, SimulatedAnnealing, None, 153, false, 10, -, 0.9088442, 800
139, SimulatedAnnealing, None, 171, true, 25, -, 0.8551259, 100
139, SimulatedAnnealing, None, 171, true, 25, -, 0.8841636, 200
139, SimulatedAnnealing, None, 171, true, 25, -, 0.8896346, 300
139, SimulatedAnnealing, None, 171, true, 25, -, 0.86316156, 400
139, SimulatedAnnealing, None, 171, true, 25, -, 0.89055514, 500
139, SimulatedAnnealing, None, 171, true, 25, -, 0.8641786, 600
139, SimulatedAnnealing, None, 171, true, 25, -, 0.86316156, 700
139, SimulatedAnnealing, None, 171, true, 25, -, 0.8834591, 800
140, SimulatedAnnealing, None, 60, false, 10, -, 0.8685109, 100
140, SimulatedAnnealing, None, 60, false, 10, -, 0.8685109, 200
140, SimulatedAnnealing, None, 60, false, 10, -, 0.8685109, 300
140, SimulatedAnnealing, None, 60, false, 10, -, 0.8685109, 400
140, SimulatedAnnealing, None, 60, false, 10, -, 0.8685109, 500
140, SimulatedAnnealing, None, 60, false, 10, -, 0.8685109, 600
140, SimulatedAnnealing, None, 60, false, 10, -, 0.8685109, 700
140, SimulatedAnnealing, None, 60, false, 10, -, 0.8685109, 800
141, SimulatedAnnealing, None, 9, false, 25, -, 0.93004113, 100
141, SimulatedAnnealing, None, 9, false, 25, -, 0.9131313, 200
141, SimulatedAnnealing, None, 9, false, 25, -, 0.93004113, 300
141, SimulatedAnnealing, None, 9, false, 25, -, 0.93004113, 400
141, SimulatedAnnealing, None, 9, false, 25, -, 0.93004113, 500
141, SimulatedAnnealing, None, 9, false, 25, -, 0.93004113, 600
141, SimulatedAnnealing, None, 9, false, 25, -, 0.9131313, 700
141, SimulatedAnnealing, None, 9, false, 25, -, 0.8968254, 800
142, SimulatedAnnealing, None, 152, false, 10, -, 0.9144632, 100
142, SimulatedAnnealing, None, 152, false, 10, -, 0.910042, 200
142, SimulatedAnnealing, None, 152, false, 10, -, 0.87582, 300
142, SimulatedAnnealing, None, 152, false, 10, -, 0.9118126, 400
142, SimulatedAnnealing, None, 152, false, 10, -, 0.9144632, 500
142, SimulatedAnnealing, None, 152, false, 10, -, 0.9118126, 600
142, SimulatedAnnealing, None, 152, false, 10, -, 0.9118126, 700
142, SimulatedAnnealing, None, 152, false, 10, -, 0.8994908, 800
143, SimulatedAnnealing, None, 91, true, 25, -, 0.85944957, 100
143, SimulatedAnnealing, None, 91, true, 25, -, 0.8577458, 200
143, SimulatedAnnealing, None, 91, true, 25, -, 0.83510256, 300
143, SimulatedAnnealing, None, 91, true, 25, -, 0.83510256, 400
143, SimulatedAnnealing, None, 91, true, 25, -, 0.8467803, 500
143, SimulatedAnnealing, None, 91, true, 25, -, 0.8384435, 600
143, SimulatedAnnealing, None, 91, true, 25, -, 0.86647284, 700
143, SimulatedAnnealing, None, 91, true, 25, -, 0.8632246, 800
144, SimulatedAnnealing, None, 35, false, 10, -, 0.89033186, 100
144, SimulatedAnnealing, None, 35, false, 10, -, 0.89033186, 200
144, SimulatedAnnealing, None, 35, false, 10, -, 0.8727016, 300
144, SimulatedAnnealing, None, 35, false, 10, -, 0.89033186, 400
144, SimulatedAnnealing, None, 35, false, 10, -, 0.89033186, 500
144, SimulatedAnnealing, None, 35, false, 10, -, 0.8727016, 600
144, SimulatedAnnealing, None, 35, false, 10, -, 0.89033186, 700
144, SimulatedAnnealing, None, 35, false, 10, -, 0.89033186, 800
145, SimulatedAnnealing, None, 139, true, 10, -, 0.9242035, 100
145, SimulatedAnnealing, None, 139, true, 10, -, 0.8967519, 200
145, SimulatedAnnealing, None, 139, true, 10, -, 0.9053612, 300
145, SimulatedAnnealing, None, 139, true, 10, -, 0.9210425, 400
145, SimulatedAnnealing, None, 139, true, 10, -, 0.9483973, 500
145, SimulatedAnnealing, None, 139, true, 10, -, 0.9467569, 600
145, SimulatedAnnealing, None, 139, true, 10, -, 0.91027075, 700
145, SimulatedAnnealing, None, 139, true, 10, -, 0.94700617, 800
146, SimulatedAnnealing, None, 82, true, 25, -, 0.8232567, 100
146, SimulatedAnnealing, None, 82, true, 25, -, 0.8245802, 200
146, SimulatedAnnealing, None, 82, true, 25, -, 0.82724017, 300
146, SimulatedAnnealing, None, 82, true, 25, -, 0.8443903, 400
146, SimulatedAnnealing, None, 82, true, 25, -, 0.83602995, 500
146, SimulatedAnnealing, None, 82, true, 25, -, 0.8245802, 600
146, SimulatedAnnealing, None, 82, true, 25, -, 0.8305478, 700
146, SimulatedAnnealing, None, 82, true, 25, -, 0.83354735, 800
147, SimulatedAnnealing, None, 101, true, 25, -, 0.8405189, 100
147, SimulatedAnnealing, None, 101, true, 25, -, 0.8331794, 200
147, SimulatedAnnealing, None, 101, true, 25, -, 0.84313375, 300
147, SimulatedAnnealing, None, 101, true, 25, -, 0.8401226, 400
147, SimulatedAnnealing, None, 101, true, 25, -, 0.85229826, 500
147, SimulatedAnnealing, None, 101, true, 25, -, 0.8525837, 600
147, SimulatedAnnealing, None, 101, true, 25, -, 0.838127, 700
147, SimulatedAnnealing, None, 101, true, 25, -, 0.8253836, 800
148, SimulatedAnnealing, None, 77, false, 25, -, 0.7827627, 100
148, SimulatedAnnealing, None, 77, false, 25, -, 0.7827627, 200
148, SimulatedAnnealing, None, 77, false, 25, -, 0.8256538, 300
148, SimulatedAnnealing, None, 77, false, 25, -, 0.8256538, 400
148, SimulatedAnnealing, None, 77, false, 25, -, 0.8036364, 500
148, SimulatedAnnealing, None, 77, false, 25, -, 0.7827627, 600
148, SimulatedAnnealing, None, 77, false, 25, -, 0.8036364, 700
148, SimulatedAnnealing, None, 77, false, 25, -, 0.81449634, 800
149, SimulatedAnnealing, None, 33, false, 25, -, 0.85330045, 100
149, SimulatedAnnealing, None, 33, false, 25, -, 0.8868408, 200
149, SimulatedAnnealing, None, 33, false, 25, -, 0.86333925, 300
149, SimulatedAnnealing, None, 33, false, 25, -, 0.86673826, 400
149, SimulatedAnnealing, None, 33, false, 25, -, 0.85330045, 500
149, SimulatedAnnealing, None, 33, false, 25, -, 0.86333925, 600
149, SimulatedAnnealing, None, 33, false, 25, -, 0.85000587, 700
