#input, Strategy, Shape Filter, Container Height, Rotations Allowed, Number of rectangles, Input sorted, Fill rate, # Mutations
50, SimulatedAnnealing, None, 175, true, 25, -, 0.8028918, 200
50, SimulatedAnnealing, None, 175, true, 25, -, 0.8360077, 300
50, SimulatedAnnealing, None, 175, true, 25, -, 0.83443433, 400
50, SimulatedAnnealing, None, 175, true, 25, -, 0.8268916, 500
50, SimulatedAnnealing, None, 175, true, 25, -, 0.8445384, 600
50, SimulatedAnnealing, None, 175, true, 25, -, 0.8214865, 700
50, SimulatedAnnealing, None, 175, true, 25, -, 0.8221665, 800
51, SimulatedAnnealing, None, 15, true, 10, -, 0.93015873, 100
51, SimulatedAnnealing, None, 15, true, 10, -, 0.93015873, 200
51, SimulatedAnnealing, None, 15, true, 10, -, 0.93015873, 300
51, SimulatedAnnealing, None, 15, true, 10, -, 0.93015873, 400
51, SimulatedAnnealing, None, 15, true, 10, -, 0.93015873, 500
51, SimulatedAnnealing, None, 15, true, 10, -, 0.93015873, 600
51, SimulatedAnnealing, None, 15, true, 10, -, 0.93015873, 700
51, SimulatedAnnealing, None, 15, true, 10, -, 0.93015873, 800
52, SimulatedAnnealing, None, 11, false, 25, -, 0.87645686, 100
52, SimulatedAnnealing, None, 11, false, 25, -, 0.8995215, 200
52, SimulatedAnnealing, None, 11, false, 25, -, 0.87645686, 300
52, SimulatedAnnealing, None, 11, false, 25, -, 0.87645686, 400
52, SimulatedAnnealing, None, 11, false, 25, -, 0.87645686, 500
52, SimulatedAnnealing, None, 11, false, 25, -, 0.87645686, 600
52, SimulatedAnnealing, None, 11, false, 25, -, 0.8995215, 700
52, SimulatedAnnealing, None, 11, false, 25, -, 0.87645686, 800
53, SimulatedAnnealing, None, 124, false, 25, -, 0.84672827, 100
53, SimulatedAnnealing, None, 124, false, 25, -, 0.84408665, 200
53, SimulatedAnnealing, None, 124, false, 25, -, 0.81877553, 300
53, SimulatedAnnealing, None, 124, false, 25, -, 0.8254188, 400
53, SimulatedAnnealing, None, 124, false, 25, -, 0.83047235, 500
53, SimulatedAnnealing, None, 124, false, 25, -, 0.8355882, 600
53, SimulatedAnnealing, None, 124, false, 25, -, 0.8415106, 700
53, SimulatedAnnealing, None, 124, false, 25, -, 0.8321295, 800
54, SimulatedAnnealing, None, 42, false, 25, -, 0.8303789, 100
54, SimulatedAnnealing, None, 42, false, 25, -, 0.83957124, 200
54, SimulatedAnnealing, None, 42, false, 25, -, 0.8303789, 300
54, SimulatedAnnealing, None, 42, false, 25, -, 0.8303789, 400
54, SimulatedAnnealing, None, 42, false, 25, -, 0.84896946, 500
54, SimulatedAnnealing, None, 42, false, 25, -, 0.84896946, 600
54, SimulatedAnnealing, None, 42, false, 25, -, 0.81843096, 700
54, SimulatedAnnealing, None, 42, false, 25, -, 0.8303789, 800
55, SimulatedAnnealing, None, 102, true, 10, -, 0.9366615, 100
55, SimulatedAnnealing, None, 102, true, 10, -, 0.9434526, 200
55, SimulatedAnnealing, None, 102, true, 10, -, 0.94264424, 300
55, SimulatedAnnealing, None, 102, true, 10, -, 0.9542396, 400
55, SimulatedAnnealing, None, 102, true, 10, -, 0.9491503, 500
55, SimulatedAnnealing, None, 102, true, 10, -, 0.9103104, 600
55, SimulatedAnnealing, None, 102, true, 10, -, 0.9317575, 700
55, SimulatedAnnealing, None, 102, true, 10, -, 0.9216806, 800
56, SimulatedAnnealing, None, 66, false, 10, -, 0.8637607, 100
56, SimulatedAnnealing, None, 66, false, 10, -, 0.8506734, 200
56, SimulatedAnnealing, None, 66, false, 10, -, 0.82768226, 300
56, SimulatedAnnealing, None, 66, false, 10, -, 0.8506734, 400
56, SimulatedAnnealing, None, 66, false, 10, -, 0.8506734, 500
56, SimulatedAnnealing, None, 66, false, 10, -, 0.88000697, 600
56, SimulatedAnnealing, None, 66, false, 10, -, 0.8602315, 700
56, SimulatedAnnealing, None, 66, false, 10, -, 0.8506734, 800
57, SimulatedAnnealing, None, 190, true, 25, -, 0.85015696, 100
57, SimulatedAnnealing, None, 190, true, 25, -, 0.8254982, 200
57, SimulatedAnnealing, None, 190, true, 25, -, 0.8195661, 300
57, SimulatedAnnealing, None, 190, true, 25, -, 0.8338704, 400
57, SimulatedAnnealing, None, 190, true, 25, -, 0.8389214, 500
57, SimulatedAnnealing, None, 190, true, 25, -, 0.8389214, 600
57, SimulatedAnnealing, None, 190, true, 25, -, 0.8225048, 700
57, SimulatedAnnealing, None, 190, true, 25, -, 0.83141744, 800
58, SimulatedAnnealing, None, 14, true, 25, -, 0.875, 100
58, SimulatedAnnealing, None, 14, true, 25, -, 0.875, 200
58, SimulatedAnnealing, None, 14, true, 25, -, 0.88461536, 300
58, SimulatedAnnealing, None, 14, true, 25, -, 0.88461536, 400
58, SimulatedAnnealing, None, 14, true, 25, -, 0.875, 500
58, SimulatedAnnealing, None, 14, true, 25, -, 0.89444447, 600
58, SimulatedAnnealing, None, 14, true, 25, -, 0.875, 700
58, SimulatedAnnealing, None, 14, true, 25, -, 0.875, 800
59, SimulatedAnnealing, None, 42, true, 25, -, 0.86936295, 100
59, SimulatedAnnealing, None, 42, true, 25, -, 0.91169906, 200
59, SimulatedAnnealing, None, 42, true, 25, -, 0.86364347, 300
59, SimulatedAnnealing, None, 42, true, 25, -, 0.8751587, 400
59, SimulatedAnnealing, None, 42, true, 25, -, 0.8839987, 500
59, SimulatedAnnealing, None, 42, true, 25, -, 0.86936295, 600
59, SimulatedAnnealing, None, 42, true, 25, -, 0.89606696, 700
59, SimulatedAnnealing, None, 42, true, 25, -, 0.9025209, 800
60, SimulatedAnnealing, None, 169, true, 10, -, 0.8947738, 100
60, SimulatedAnnealing, None, 169, true, 10, -, 0.9262447, 200
60, SimulatedAnnealing, None, 169, true, 10, -, 0.92377365, 300
60, SimulatedAnnealing, None, 169, true, 10, -, 0.9294064, 400
60, SimulatedAnnealing, None, 169, true, 10, -, 0.9294064, 500
60, SimulatedAnnealing, None, 169, true, 10, -, 0.8947738, 600
60, SimulatedAnnealing, None, 169, true, 10, -, 0.92059684, 700
60, SimulatedAnnealing, None, 169, true, 10, -, 0.9294064, 800
61, SimulatedAnnealing, None, 71, true, 25, -, 0.865778, 100
61, SimulatedAnnealing, None, 71, true, 25, -, 0.84810907, 200
61, SimulatedAnnealing, None, 71, true, 25, -, 0.8683624, 300
61, SimulatedAnnealing, None, 71, true, 25, -, 0.87885624, 400
61, SimulatedAnnealing, None, 71, true, 25, -, 0.85811627, 500
61, SimulatedAnnealing, None, 71, true, 25, -, 0.86065507, 600
61, SimulatedAnnealing, None, 71, true, 25, -, 0.8530833, 700
61, SimulatedAnnealing, None, 71, true, 25, -, 0.85276634, 800
62, SimulatedAnnealing, None, 197, false, 10, -, 0.8917116, 100
62, SimulatedAnnealing, None, 197, false, 10, -, 0.8917116, 200
62, SimulatedAnnealing, None, 197, false, 10, -, 0.8917116, 300
62, SimulatedAnnealing, None, 197, false, 10, -, 0.8917116, 400
62, SimulatedAnnealing, None, 197, false, 10, -, 0.8917116, 500
62, SimulatedAnnealing, None, 197, false, 10, -, 0.8917116, 600
62, SimulatedAnnealing, None, 197, false, 10, -, 0.8917116, 700
62, SimulatedAnnealing, None, 197, false, 10, -, 0.8917116, 800
63, SimulatedAnnealing, None, 8, true, 25, -, 0.93014705, 100
63, SimulatedAnnealing, None, 8, true, 25, -, 0.93014705, 200
63, SimulatedAnnealing, None, 8, true, 25, -, 0.9035714, 300
63, SimulatedAnnealing, None, 8, true, 25, -, 0.93014705, 400
63, SimulatedAnnealing, None, 8, true, 25, -, 0.93014705, 500
63, SimulatedAnnealing, None, 8, true, 25, -, 0.9035714, 600
63, SimulatedAnnealing, None, 8, true, 25, -, 0.9583333, 700
63, SimulatedAnnealing, None, 8, true, 25, -, 0.93014705, 800
64, SimulatedAnnealing, None, 45, true, 10, -, 0.8682068, 100
64, SimulatedAnnealing, None, 45, true, 10, -, 0.87923354, 200
64, SimulatedAnnealing, None, 45, true, 10, -, 0.859695, 300
64, SimulatedAnnealing, None, 45, true, 10, -, 0.859695, 400
64, SimulatedAnnealing, None, 45, true, 10, -, 0.8768889, 500
64, SimulatedAnnealing, None, 45, true, 10, -, 0.8682068, 600
64, SimulatedAnnealing, None, 45, true, 10, -, 0.8682068, 700
64, SimulatedAnnealing, None, 45, true, 10, -, 0.8879388, 800
65, SimulatedAnnealing, None, 72, true, 25, -, 0.8254184, 100
65, SimulatedAnnealing, None, 72, true, 25, -, 0.88017416, 200
65, SimulatedAnnealing, None, 72, true, 25, -, 0.83704406, 300
65, SimulatedAnnealing, None, 72, true, 25, -, 0.85251623, 400
65, SimulatedAnnealing, None, 72, true, 25, -, 0.8269192, 500
65, SimulatedAnnealing, None, 72, true, 25, -, 0.8532937, 600
65, SimulatedAnnealing, None, 72, true, 25, -, 0.8360396, 700
65, SimulatedAnnealing, None, 72, true, 25, -, 0.8536496, 800
66, SimulatedAnnealing, None, 140, false, 10, -, 0.7787918, 100
66, SimulatedAnnealing, None, 140, false, 10, -, 0.78675216, 200
66, SimulatedAnnealing, None, 140, false, 10, -, 0.7565406, 300
66, SimulatedAnnealing, None, 140, false, 10, -, 0.78675216, 400
66, SimulatedAnnealing, None, 140, false, 10, -, 0.78675216, 500
66, SimulatedAnnealing, None, 140, false, 10, -, 0.7787918, 600
66, SimulatedAnnealing, None, 140, false, 10, -, 0.7787918, 700
66, SimulatedAnnealing, None, 140, false, 10, -, 0.78675216, 800
67, SimulatedAnnealing, None, 30, false, 10, -, 0.8738956, 100
67, SimulatedAnnealing, None, 30, false, 10, -, 0.8738956, 200
67, SimulatedAnnealing, None, 30, false, 10, -, 0.8738956, 300
67, SimulatedAnnealing, None, 30, false, 10, -, 0.8738956, 400
67, SimulatedAnnealing, None, 30, false, 10, -, 0.8738956, 500
67, SimulatedAnnealing, None, 30, false, 10, -, 0.8738956, 600
67, SimulatedAnnealing, None, 30, false, 10, -, 0.8738956, 700
67, SimulatedAnnealing, None, 30, false, 10, -, 0.8738956, 800
68, SimulatedAnnealing, None, 143, true, 10, -, 0.8930768, 100
68, SimulatedAnnealing, None, 143, true, 10, -, 0.8837415, 200
68, SimulatedAnnealing, None, 143, true, 10, -, 0.9220686, 300
68, SimulatedAnnealing, None, 143, true, 10, -, 0.89000916, 400
68, SimulatedAnnealing, None, 143, true, 10, -, 0.8777753, 500
68, SimulatedAnnealing, None, 143, true, 10, -, 0.9191976, 600
68, SimulatedAnnealing, None, 143, true, 10, -, 0.9188224, 700
68, SimulatedAnnealing, None, 143, true, 10, -, 0.92548054, 800
69, SimulatedAnnealing, None, 23, true, 10, -, 0.8668814, 100
69, SimulatedAnnealing, None, 23, true, 10, -, 0.9176136, 200
69, SimulatedAnnealing, None, 23, true, 10, -, 0.8777174, 300
69, SimulatedAnnealing, None, 23, true, 10, -, 0.92391306, 400
69, SimulatedAnnealing, None, 23, true, 10, -, 0.8777174, 500
69, SimulatedAnnealing, None, 23, true, 10, -, 0.91191417, 600
69, SimulatedAnnealing, None, 23, true, 10, -, 0.90022296, 700
69, SimulatedAnnealing, None, 23, true, 10, -, 0.90022296, 800
70, SimulatedAnnealing, None, 29, true, 25, -, 0.8406456, 100
70, SimulatedAnnealing, None, 29, true, 25, -, 0.90135306, 200
70, SimulatedAnnealing, None, 29, true, 25, -, 0.86267126, 300
70, SimulatedAnnealing, None, 29, true, 25, -, 0.84423816, 400
70, SimulatedAnnealing, None, 29, true, 25, -, 0.8819273, 500
70, SimulatedAnnealing, None, 29, true, 25, -, 0.86267126, 600
70, SimulatedAnnealing, None, 29, true, 25, -, 0.8335516, 700
70, SimulatedAnnealing, None, 29, true, 25, -, 0.8702719, 800
71, SimulatedAnnealing, None, 64, true, 10, -, 0.90751827, 100
71, SimulatedAnnealing, None, 64, true, 10, -, 0.90751827, 200
71, SimulatedAnnealing, None, 64, true, 10, -, 0.91298527, 300
71, SimulatedAnnealing, None, 64, true, 10, -, 0.9297887, 400
71, SimulatedAnnealing, None, 64, true, 10, -, 0.8673692, 500
71, SimulatedAnnealing, None, 64, true, 10, -, 0.9021164, 600
71, SimulatedAnnealing, None, 64, true, 10, -, 0.9021164, 700
71, SimulatedAnnealing, None, 64, true, 10, -, 0.90751827, 800
72, SimulatedAnnealing, None, 19, true, 10, -, 0.91153413, 100
72, SimulatedAnnealing, None, 19, true, 10, -, 0.91153413, 200
72, SimulatedAnnealing, None, 19, true, 10, -, 0.91153413, 300
72, SimulatedAnnealing, None, 19, true, 10, -, 0.91153413, 400
72, SimulatedAnnealing, None, 19, true, 10, -, 0.91153413, 500
72, SimulatedAnnealing, None, 19, true, 10, -, 0.91153413, 600
72, SimulatedAnnealing, None, 19, true, 10, -, 0.91153413, 700
72, SimulatedAnnealing, None, 19, true, 10, -, 0.91153413, 800
73, SimulatedAnnealing, None, 198, true, 10, -, 0.88827974, 100
73, SimulatedAnnealing, None, 198, true, 10, -, 0.88935614, 200
73, SimulatedAnnealing, None, 198, true, 10, -, 0.89145213, 300
73, SimulatedAnnealing, None, 198, true, 10, -, 0.8851298, 400
73, SimulatedAnnealing, None, 198, true, 10, -, 0.89145213, 500
73, SimulatedAnnealing, None, 198, true, 10, -, 0.89304686, 600
73, SimulatedAnnealing, None, 198, true, 10, -, 0.88771844, 700
73, SimulatedAnnealing, None, 198, true, 10, -, 0.909709, 800
74, SimulatedAnnealing, None, 124, true, 25, -, 0.8215645, 100
74, SimulatedAnnealing, None, 124, true, 25, -, 0.84667087, 200
74, SimulatedAnnealing, None, 124, true, 25, -, 0.8616744, 300
74, SimulatedAnnealing, None, 124, true, 25, -, 0.84965557, 400
74, SimulatedAnnealing, None, 124, true, 25, -, 0.8497936, 500
74, SimulatedAnnealing, None, 124, true, 25, -, 0.83109987, 600
74, SimulatedAnnealing, None, 124, true, 25, -, 0.84963125, 700
74, SimulatedAnnealing, None, 124, true, 25, -, 0.83784115, 800
75, SimulatedAnnealing, None, 135, false, 10, -, 0.83754003, 100
75, SimulatedAnnealing, None, 135, false, 10, -, 0.83754003, 200
75, SimulatedAnnealing, None, 135, false, 10, -, 0.83754003, 300
75, SimulatedAnnealing, None, 135, false, 10, -, 0.86975306, 400
75, SimulatedAnnealing, None, 135, false, 10, -, 0.86975306, 500
75, SimulatedAnnealing, None, 135, false, 10, -, 0.86975306, 600
75, SimulatedAnnealing, None, 135, false, 10, -, 0.883343, 700
75, SimulatedAnnealing, None, 135, false, 10, -, 0.8312684, 800
76, SimulatedAnnealing, None, 78, true, 10, -, 0.9032258, 100
76, SimulatedAnnealing, None, 78, true, 10, -, 0.9033005, 200
76, SimulatedAnnealing, None, 78, true, 10, -, 0.9150327, 300
76, SimulatedAnnealing, None, 78, true, 10, -, 0.9032258, 400
76, SimulatedAnnealing, None, 78, true, 10, -, 0.9032258, 500
76, SimulatedAnnealing, None, 78, true, 10, -, 0.92105263, 600
76, SimulatedAnnealing, None, 78, true, 10, -, 0.8974359, 700
76, SimulatedAnnealing, None, 78, true, 10, -, 0.9032258, 800
77, SimulatedAnnealing, None, 145, false, 25, -, 0.75742733, 100
77, SimulatedAnnealing, None, 145, false, 25, -, 0.75742733, 200
77, SimulatedAnnealing, None, 145, false, 25, -, 0.75742733, 300
77, SimulatedAnnealing, None, 145, false, 25, -, 0.75742733, 400
77, SimulatedAnnealing, None, 145, false, 25, -, 0.76268727, 500
77, SimulatedAnnealing, None, 145, false, 25, -, 0.75742733, 600
77, SimulatedAnnealing, None, 145, false, 25, -, 0.76268727, 700
77, SimulatedAnnealing, None, 145, false, 25, -, 0.79012203, 800
78, SimulatedAnnealing, None, 188, false, 25, -, 0.82651603, 100
78, SimulatedAnnealing, None, 188, false, 25, -, 0.8519065, 200
78, SimulatedAnnealing, None, 188, false, 25, -, 0.8559971, 300
78, SimulatedAnnealing, None, 188, false, 25, -, 0.8809467, 400
78, SimulatedAnnealing, None, 188, false, 25, -, 0.85076004, 500
78, SimulatedAnnealing, None, 188, false, 25, -, 0.8251499, 600
78, SimulatedAnnealing, None, 188, false, 25, -, 0.8541748, 700
78, SimulatedAnnealing, None, 188, false, 25, -, 0.82926196, 800
79, SimulatedAnnealing, None, 147, false, 10, -, 0.8007188, 100
79, SimulatedAnnealing, None, 147, false, 10, -, 0.78975004, 200
79, SimulatedAnnealing, None, 147, false, 10, -, 0.81775534, 300
79, SimulatedAnnealing, None, 147, false, 10, -, 0.8007188, 400
79, SimulatedAnnealing, None, 147, false, 10, -, 0.8355326, 500
79, SimulatedAnnealing, None, 147, false, 10, -, 0.81775534, 600
79, SimulatedAnnealing, None, 147, false, 10, -, 0.8235964, 700
79, SimulatedAnnealing, None, 147, false, 10, -, 0.78975004, 800
80, SimulatedAnnealing, None, 131, true, 25, -, 0.8387361, 100
80, SimulatedAnnealing, None, 131, true, 25, -, 0.8301177, 200
80, SimulatedAnnealing, None, 131, true, 25, -, 0.8075813, 300
80, SimulatedAnnealing, None, 131, true, 25, -, 0.8233887, 400
80, SimulatedAnnealing, None, 131, true, 25, -, 0.82460403, 500
80, SimulatedAnnealing, None, 131, true, 25, -, 0.8483967, 600
80, SimulatedAnnealing, None, 131, true, 25, -, 0.80994093, 700
80, SimulatedAnnealing, None, 131, true, 25, -, 0.825213, 800
81, SimulatedAnnealing, None, 68, false, 25, -, 0.8670024, 100
81, SimulatedAnnealing, None, 68, false, 25, -, 0.85425234, 200
81, SimulatedAnnealing, None, 68, false, 25, -, 0.86026824, 300
81, SimulatedAnnealing, None, 68, false, 25, -, 0.86026824, 400
81, SimulatedAnnealing, None, 68, false, 25, -, 0.86026824, 500
81, SimulatedAnnealing, None, 68, false, 25, -, 0.8654893, 600
81, SimulatedAnnealing, None, 68, false, 25, -, 0.86026824, 700
81, SimulatedAnnealing, None, 68, false, 25, -, 0.8527615, 800
82, SimulatedAnnealing, None, 15, false, 10, -, 0.83388704, 100
82, SimulatedAnnealing, None, 15, false, 10, -, 0.83388704, 200
82, SimulatedAnnealing, None, 15, false, 10, -, 0.83388704, 300
82, SimulatedAnnealing, None, 15, false, 10, -, 0.83388704, 400
82, SimulatedAnnealing, None, 15, false, 10, -, 0.83388704, 500
82, SimulatedAnnealing, None, 15, false, 10, -, 0.83388704, 600
82, SimulatedAnnealing, None, 15, false, 10, -, 0.83388704, 700
82, SimulatedAnnealing, None, 15, false, 10, -, 0.83388704, 800
83, SimulatedAnnealing, None, 113, true, 25, -, 0.8485814, 100
83, SimulatedAnnealing, None, 113, true, 25, -, 0.8355312, 200
83, SimulatedAnnealing, None, 113, true, 25, -, 0.84443164, 300
83, SimulatedAnnealing, None, 113, true, 25, -, 0.8820141, 400
83, SimulatedAnnealing, None, 113, true, 25, -, 0.85930645, 500
83, SimulatedAnnealing, None, 113, true, 25, -, 0.85538816, 600
83, SimulatedAnnealing, None, 113, true, 25, -, 0.85283303, 700
83, SimulatedAnnealing, None, 113, true, 25, -, 0.8711101, 800
84, SimulatedAnnealing, None, 173, true, 25, -, 0.851828, 100
84, SimulatedAnnealing, None, 173, true, 25, -, 0.84450406, 200
84, SimulatedAnnealing, None, 173, true, 25, -, 0.84005934, 300
84, SimulatedAnnealing, None, 173, true, 25, -, 0.80815834, 400
84, SimulatedAnnealing, None, 173, true, 25, -, 0.82220876, 500
84, SimulatedAnnealing, None, 173, true, 25, -, 0.8334792, 600
84, SimulatedAnnealing, None, 173, true, 25, -, 0.85660774, 700
84, SimulatedAnnealing, None, 173, true, 25, -, 0.81960046, 800
85, SimulatedAnnealing, None, 17, true, 10, -, 0.9617647, 100
85, SimulatedAnnealing, None, 17, true, 10, -, 0.9159664, 200
85, SimulatedAnnealing, None, 17, true, 10, -, 0.93830705, 300
85, SimulatedAnnealing, None, 17, true, 10, -, 0.9617647, 400
85, SimulatedAnnealing, None, 17, true, 10, -, 0.93830705, 500
85, SimulatedAnnealing, None, 17, true, 10, -, 0.9617647, 600
85, SimulatedAnnealing, None, 17, true, 10, -, 0.93830705, 700
85, SimulatedAnnealing, None, 17, true, 10, -, 0.93830705, 800
86, SimulatedAnnealing, None, 75, true, 25, -, 0.8955535, 100
86, SimulatedAnnealing, None, 75, true, 25, -, 0.85659367, 200
86, SimulatedAnnealing, None, 75, true, 25, -, 0.8708967, 300
86, SimulatedAnnealing, None, 75, true, 25, -, 0.8708967, 400
86, SimulatedAnnealing, None, 75, true, 25, -, 0.8725155, 500
86, SimulatedAnnealing, None, 75, true, 25, -, 0.8644813, 600
86, SimulatedAnnealing, None, 75, true, 25, -, 0.86607623, 700
86, SimulatedAnnealing, None, 75, true, 25, -, 0.8550334, 800
87, SimulatedAnnealing, None, 188, true, 25, -, 0.81914896, 100
87, SimulatedAnnealing, None, 188, true, 25, -, 0.8397751, 200
87, SimulatedAnnealing, None, 188, true, 25, -, 0.864836, 300
87, SimulatedAnnealing, None, 188, true, 25, -, 0.84767866, 400
87, SimulatedAnnealing, None, 188, true, 25, -, 0.8210857, 500
87, SimulatedAnnealing, None, 188, true, 25, -, 0.85609347, 600
87, SimulatedAnnealing, None, 188, true, 25, -, 0.83404255, 700
87, SimulatedAnnealing, None, 188, true, 25, -, 0.84879106, 800
88, SimulatedAnnealing, None, 100, false, 25, -, 0.82739234, 100
88, SimulatedAnnealing, None, 100, false, 25, -, 0.82234716, 200
88, SimulatedAnnealing, None, 100, false, 25, -, 0.8351704, 300
88, SimulatedAnnealing, None, 100, false, 25, -, 0.8436065, 400
88, SimulatedAnnealing, None, 100, false, 25, -, 0.8436065, 500
88, SimulatedAnnealing, None, 100, false, 25, -, 0.8436065, 600
88, SimulatedAnnealing, None, 100, false, 25, -, 0.8699266, 700
88, SimulatedAnnealing, None, 100, false, 25, -, 0.8436065, 800
89, SimulatedAnnealing, None, 31, false, 10, -, 0.90613025, 100
89, SimulatedAnnealing, None, 31, false, 10, -, 0.87690026, 200
89, SimulatedAnnealing, None, 31, false, 10, -, 0.87690026, 300
89, SimulatedAnnealing, None, 31, false, 10, -, 0.87690026, 400
89, SimulatedAnnealing, None, 31, false, 10, -, 0.87690026, 500
89, SimulatedAnnealing, None, 31, false, 10, -, 0.87690026, 600
89, SimulatedAnnealing, None, 31, false, 10, -, 0.87690026, 700
89, SimulatedAnnealing, None, 31, false, 10, -, 0.90613025, 800
90, SimulatedAnnealing, None, 69, false, 25, -, 0.85320103, 100
90, SimulatedAnnealing, None, 69, false, 25, -, 0.8715213, 200
90, SimulatedAnnealing, None, 69, false, 25, -, 0.8481073, 300
90, SimulatedAnnealing, None, 69, false, 25, -, 0.85064656, 400
90, SimulatedAnnealing, None, 69, false, 25, -, 0.86357427, 500
90, SimulatedAnnealing, None, 69, false, 25, -, 0.8331846, 600
90, SimulatedAnnealing, None, 69, false, 25, -, 0.8557709, 700
90, SimulatedAnnealing, None, 69, false, 25, -, 0.84558314, 800
91, SimulatedAnnealing, None, 184, true, 25, -, 0.8471671, 100
91, SimulatedAnnealing, None, 184, true, 25, -, 0.88923424, 200
91, SimulatedAnnealing, None, 184, true, 25, -, 0.8684591, 300
91, SimulatedAnnealing, None, 184, true, 25, -, 0.8439287, 400
91, SimulatedAnnealing, None, 184, true, 25, -, 0.8631005, 500
91, SimulatedAnnealing, None, 184, true, 25, -, 0.8850032, 600
91, SimulatedAnnealing, None, 184, true, 25, -, 0.85660666, 700
91, SimulatedAnnealing, None, 184, true, 25, -, 0.8717092, 800
92, SimulatedAnnealing, None, 157, true, 25, -, 0.83239716, 100
92, SimulatedAnnealing, None, 157, true, 25, -, 0.8317375, 200
92, SimulatedAnnealing, None, 157, true, 25, -, 0.8433807, 300
92, SimulatedAnnealing, None, 157, true, 25, -, 0.8240291, 400
92, SimulatedAnnealing, None, 157, true, 25, -, 0.81496555, 500
92, SimulatedAnnealing, None, 157, true, 25, -, 0.83239716, 600
92, SimulatedAnnealing, None, 157, true, 25, -, 0.8240291, 700
92, SimulatedAnnealing, None, 157, true, 25, -, 0.83251625, 800
93, SimulatedAnnealing, None, 156, false, 25, -, 0.8543936, 100
93, SimulatedAnnealing, None, 156, false, 25, -, 0.83210504, 200
93, SimulatedAnnealing, None, 156, false, 25, -, 0.8468809, 300
93, SimulatedAnnealing, None, 156, false, 25, -, 0.8427602, 400
93, SimulatedAnnealing, None, 156, false, 25, -, 0.84480244, 500
93, SimulatedAnnealing, None, 156, false, 25, -, 0.8592849, 600
93, SimulatedAnnealing, None, 156, false, 25, -, 0.83966345, 700
93, SimulatedAnnealing, None, 156, false, 25, -, 0.8705082, 800
94, SimulatedAnnealing, None, 99, false, 10, -, 0.84561765, 100
94, SimulatedAnnealing, None, 99, false, 10, -, 0.84561765, 200
94, SimulatedAnnealing, None, 99, false, 10, -, 0.84561765, 300
94, SimulatedAnnealing, None, 99, false, 10, -, 0.8812226, 400
94, SimulatedAnnealing, None, 99, false, 10, -, 0.84561765, 500
94, SimulatedAnnealing, None, 99, false, 10, -, 0.8812226, 600
94, SimulatedAnnealing, None, 99, false, 10, -, 0.8812226, 700
94, SimulatedAnnealing, None, 99, false, 10, -, 0.84561765, 800
95, SimulatedAnnealing, None, 194, false, 25, -, 0.8583377, 100
95, SimulatedAnnealing, None, 194, false, 25, -, 0.8509275, 200
95, SimulatedAnnealing, None, 194, false, 25, -, 0.8643569, 300
95, SimulatedAnnealing, None, 194, false, 25, -, 0.85063696, 400
95, SimulatedAnnealing, None, 194, false, 25, -, 0.8412869, 500
95, SimulatedAnnealing, None, 194, false, 25, -, 0.8676145, 600
95, SimulatedAnnealing, None, 194, false, 25, -, 0.84595424, 700
95, SimulatedAnnealing, None, 194, false, 25, -, 0.870253, 800
96, SimulatedAnnealing, None, 76, true, 25, -, 0.8664361, 100
96, SimulatedAnnealing, None, 76, true, 25, -, 0.8726393, 200
96, SimulatedAnnealing, None, 76, true, 25, -, 0.8726393, 300
96, SimulatedAnnealing, None, 76, true, 25, -, 0.85013574, 400
96, SimulatedAnnealing, None, 76, true, 25, -, 0.85257864, 500
96, SimulatedAnnealing, None, 76, true, 25, -, 0.8624923, 600
96, SimulatedAnnealing, None, 76, true, 25, -, 0.87145895, 700
96, SimulatedAnnealing, None, 76, true, 25, -, 0.8974726, 800
97, SimulatedAnnealing, None, 165, false, 10, -, 0.87288755, 100
97, SimulatedAnnealing, None, 165, false, 10, -, 0.87288755, 200
97, SimulatedAnnealing, None, 165, false, 10, -, 0.87288755, 300
97, SimulatedAnnealing, None, 165, false, 10, -, 0.87288755, 400
97, SimulatedAnnealing, None, 165, false, 10, -, 0.87288755, 500
97, SimulatedAnnealing, None, 165, false, 10, -, 0.87288755, 600
97, SimulatedAnnealing, None, 165, false, 10, -, 0.87288755, 700
97, SimulatedAnnealing, None, 165, false, 10, -, 0.87288755, 800
98, SimulatedAnnealing, None, 104, false, 10, -, 0.870067, 100
98, SimulatedAnnealing, None, 104, false, 10, -, 0.870067, 200
98, SimulatedAnnealing, None, 104, false, 10, -, 0.870067, 300
98, SimulatedAnnealing, None, 104, false, 10, -, 0.870067, 400
98, SimulatedAnnealing, None, 104, false, 10, -, 0.870067, 500
98, SimulatedAnnealing, None, 104, false, 10, -, 0.870067, 600
98, SimulatedAnnealing, None, 104, false, 10, -, 0.870067, 700
98, SimulatedAnnealing, None, 104, false, 10, -, 0.870067, 800
99, SimulatedAnnealing, None, 140, false, 10, -, 0.88715875, 100
99, SimulatedAnnealing, None, 140, false, 10, -, 0.88715875, 200
99, SimulatedAnnealing, None, 140, false, 10, -, 0.88715875, 300
99, SimulatedAnnealing, None, 140, false, 10, -, 0.88715875, 400
99, SimulatedAnnealing, None, 140, false, 10, -, 0.88715875, 500
99, SimulatedAnnealing, None, 140, false, 10, -, 0.88715875, 600
99, SimulatedAnnealing, None, 140, false, 10, -, 0.88715875, 700
99, SimulatedAnnealing, None, 140, false, 10, -, 0.88715875, 800
